EmployeeNumber,Age,AgeBand,Gender,MaritalStatus,Department,JobRole,JobLevel,SeniorityBand,MonthlyIncome,MonthlyIncomeK,AnnualIncome,SalaryBand,Attrition,AttritionBinary,AttritionRiskScore,YearsAtCompany,TenureBand,YearsInCurrentRole,YearsSinceLastPromotion,PromotionRecency,YearsWithCurrManager,NumCompaniesWorked,TotalWorkingYears,TrainingTimesLastYear,JobSatisfaction,JobSatisfactionLabel,EnvironmentSatisfaction,EnvironmentSatisfactionLabel,WorkLifeBalance,WorkLifeBalanceLabel,PerformanceRating,PerformanceLabel,OverTime,OvertimeBinary,BusinessTravel,DistanceFromHome,DistanceBand,Education,EducationField,StockOptionLevel,PercentSalaryHike,RelationshipSatisfaction,JobInvolvement
1842,31,26-35,Male,Married,Human Resources,Human Resources,1,Junior,2956,2.96,35472,Low (<3K),Yes,1,1.562,1,0-2 yrs,0,0,Just Promoted,0,0,2,4,1,Low,4,Very High,3,Better,3,Excellent,No,0,Travel_Rarely,18,Far (16+),5,Human Resources,0,17,3,4
1844,29,26-35,Male,Divorced,Human Resources,Human Resources,1,Junior,2335,2.34,28020,Low (<3K),Yes,1,2.358,2,0-2 yrs,2,2,1-2 yrs,0,4,4,3,1,Low,1,Low,3,Better,3,Excellent,Yes,1,Travel_Rarely,13,Medium (6-15),3,Human Resources,3,15,4,2
1845,45,36-45,Female,Married,Sales,Sales Executive,2,Mid-Level,5154,5.15,61848,Medium (3-6K),No,0,1.09,8,6-10 yrs,7,5,3-5 yrs,7,4,10,3,3,High,3,High,4,Best,4,Outstanding,No,0,Non-Travel,2,Near (1-5),4,Life Sciences,2,22,2,3
1847,36,36-45,Female,Married,Research & Development,Research Scientist,2,Mid-Level,6962,6.96,83544,High (6-10K),No,0,1.457,1,0-2 yrs,0,0,Just Promoted,0,4,15,2,2,Medium,4,Very High,3,Better,4,Outstanding,Yes,1,Travel_Rarely,2,Near (1-5),4,Other,1,22,4,3
1849,43,36-45,Male,Married,Sales,Sales Executive,2,Mid-Level,5675,5.68,68100,Medium (3-6K),No,0,1.404,7,6-10 yrs,7,7,5+ yrs,7,1,7,5,4,Very High,1,Low,3,Better,4,Outstanding,No,0,Travel_Frequently,2,Near (1-5),4,Life Sciences,1,20,3,3
1850,27,26-35,Female,Single,Research & Development,Laboratory Technician,1,Junior,2379,2.38,28548,Low (<3K),No,0,1.117,5,3-5 yrs,4,0,Just Promoted,2,0,6,3,4,Very High,4,Very High,2,Good,3,Excellent,Yes,1,Travel_Frequently,5,Near (1-5),2,Life Sciences,0,14,3,3
1852,29,26-35,Male,Married,Research & Development,Laboratory Technician,1,Junior,3812,3.81,45744,Medium (3-6K),No,0,0.689,11,11-20 yrs,8,3,3-5 yrs,10,1,11,3,4,Very High,4,Very High,4,Best,3,Excellent,No,0,Travel_Frequently,20,Far (16+),1,Medical,0,13,2,3
1853,32,26-35,Male,Single,Sales,Sales Executive,2,Mid-Level,4648,4.65,55776,Medium (3-6K),No,0,0.634,0,0-2 yrs,0,0,Just Promoted,0,8,4,2,4,Very High,4,Very High,4,Best,3,Excellent,No,0,Travel_Frequently,10,Medium (6-15),4,Marketing,0,13,3,3
1854,42,36-45,Male,Married,Research & Development,Research Scientist,1,Junior,2936,2.94,35232,Low (<3K),No,0,1.404,6,6-10 yrs,3,3,3-5 yrs,3,3,10,1,3,High,3,High,2,Good,4,Outstanding,No,0,Non-Travel,10,Medium (6-15),4,Technical Degree,2,22,2,3
1856,47,46-55,Female,Single,Research & Development,Laboratory Technician,1,Junior,2105,2.1,25260,Low (<3K),No,0,1.444,2,0-2 yrs,2,2,1-2 yrs,0,4,7,2,3,High,2,Medium,3,Better,3,Excellent,No,0,Travel_Rarely,9,Medium (6-15),4,Life Sciences,0,12,3,3
1857,46,46-55,Male,Divorced,Research & Development,Manufacturing Director,3,Senior,8578,8.58,102936,High (6-10K),No,0,0.934,9,6-10 yrs,8,4,3-5 yrs,7,3,12,4,4,Very High,4,Very High,2,Good,3,Excellent,No,0,Travel_Rarely,2,Near (1-5),2,Life Sciences,1,14,3,3
1858,28,26-35,Male,Divorced,Human Resources,Human Resources,1,Junior,2706,2.71,32472,Low (<3K),No,0,0.967,3,3-5 yrs,2,2,1-2 yrs,2,1,3,2,4,Very High,3,High,3,Better,3,Excellent,No,0,Non-Travel,1,Near (1-5),2,Life Sciences,1,15,2,3
1859,29,26-35,Male,Divorced,Research & Development,Healthcare Representative,2,Mid-Level,6384,6.38,76608,High (6-10K),No,0,1.107,7,6-10 yrs,0,1,1-2 yrs,6,8,11,3,3,High,4,Very High,3,Better,3,Excellent,No,0,Travel_Rarely,29,Far (16+),1,Life Sciences,2,17,4,1
1860,42,36-45,Male,Single,Research & Development,Laboratory Technician,1,Junior,3968,3.97,47616,Medium (3-6K),No,0,1.028,0,0-2 yrs,0,0,Just Promoted,0,4,8,3,3,High,4,Very High,3,Better,3,Excellent,No,0,Travel_Rarely,8,Medium (6-15),3,Life Sciences,0,13,4,3
1862,32,26-35,Male,Single,Sales,Sales Executive,2,Mid-Level,9907,9.91,118884,High (6-10K),Yes,1,1.82,2,0-2 yrs,2,2,1-2 yrs,2,7,7,3,2,Medium,3,High,2,Good,3,Excellent,Yes,1,Travel_Rarely,2,Near (1-5),4,Marketing,0,12,3,2
1863,46,46-55,Female,Divorced,Sales,Sales Executive,4,Lead,13225,13.22,158700,Very High (10K+),No,0,2.124,19,11-20 yrs,17,2,1-2 yrs,8,2,25,5,1,Low,1,Low,3,Better,3,Excellent,No,0,Travel_Rarely,3,Near (1-5),3,Technical Degree,1,12,4,4
1864,27,26-35,Female,Married,Sales,Sales Representative,2,Mid-Level,3540,3.54,42480,Medium (3-6K),No,0,1.513,9,6-10 yrs,8,5,3-5 yrs,8,1,9,5,3,High,2,Medium,3,Better,4,Outstanding,No,0,Travel_Rarely,23,Far (16+),1,Medical,1,21,4,2
1865,29,26-35,Male,Married,Human Resources,Human Resources,1,Junior,2804,2.8,33648,Low (<3K),No,0,1.271,1,0-2 yrs,0,0,Just Promoted,0,1,1,3,2,Medium,4,Very High,3,Better,3,Excellent,No,0,Travel_Rarely,6,Medium (6-15),1,Medical,0,11,4,2
1866,43,36-45,Female,Married,Research & Development,Manager,5,Director,19392,19.39,232704,Very High (10K+),No,0,1.661,16,11-20 yrs,12,6,5+ yrs,14,7,21,2,3,High,1,Low,3,Better,3,Excellent,No,0,Travel_Rarely,6,Medium (6-15),3,Medical,0,13,4,2
1867,48,46-55,Male,Married,Research & Development,Research Director,5,Director,19665,19.66,235980,Very High (10K+),No,0,1.364,22,20+ yrs,10,12,5+ yrs,9,4,29,3,2,Medium,4,Very High,3,Better,3,Excellent,No,0,Travel_Rarely,10,Medium (6-15),3,Life Sciences,0,12,4,2
1868,29,26-35,Male,Single,Research & Development,Research Scientist,1,Junior,2439,2.44,29268,Low (<3K),Yes,1,1.189,1,0-2 yrs,0,1,1-2 yrs,0,1,1,3,4,Very High,4,Very High,2,Good,4,Outstanding,Yes,1,Travel_Frequently,24,Far (16+),2,Life Sciences,0,24,2,2
1869,46,46-55,Female,Married,Sales,Sales Executive,3,Senior,7314,7.31,87768,High (6-10K),Yes,1,1.484,8,6-10 yrs,7,0,Just Promoted,7,5,14,2,2,Medium,3,High,3,Better,4,Outstanding,No,0,Travel_Rarely,10,Medium (6-15),3,Life Sciences,3,21,3,3
1870,27,26-35,Female,Married,Research & Development,Research Scientist,1,Junior,4774,4.77,57288,Medium (3-6K),No,0,1.748,7,6-10 yrs,6,7,5+ yrs,3,0,8,2,1,Low,4,Very High,2,Good,3,Excellent,No,0,Travel_Frequently,15,Medium (6-15),3,Life Sciences,1,19,4,2
1871,39,36-45,Male,Divorced,Research & Development,Research Scientist,2,Mid-Level,3902,3.9,46824,Medium (3-6K),No,0,0.829,2,0-2 yrs,2,2,1-2 yrs,2,8,7,2,4,Very High,4,Very High,3,Better,3,Excellent,No,0,Travel_Rarely,19,Far (16+),4,Other,3,14,2,3
1873,55,46-55,Male,Married,Research & Development,Research Scientist,1,Junior,2662,2.66,31944,Low (<3K),No,0,1.007,5,3-5 yrs,2,0,Just Promoted,4,8,19,2,4,Very High,2,Medium,4,Best,4,Outstanding,No,0,Travel_Rarely,2,Near (1-5),4,Technical Degree,1,20,2,2
1875,28,26-35,Female,Married,Sales,Sales Representative,1,Junior,2856,2.86,34272,Low (<3K),No,0,1.66,1,0-2 yrs,0,0,Just Promoted,0,1,1,3,2,Medium,2,Medium,3,Better,3,Excellent,No,0,Travel_Rarely,3,Near (1-5),3,Medical,1,19,4,3
1876,30,26-35,Male,Single,Sales,Sales Representative,1,Junior,1081,1.08,12972,Low (<3K),Yes,1,1.331,1,0-2 yrs,0,0,Just Promoted,0,1,1,3,4,Very High,2,Medium,2,Good,3,Excellent,No,0,Travel_Rarely,9,Medium (6-15),3,Medical,0,13,3,3
1878,22,18-25,Male,Single,Research & Development,Research Scientist,1,Junior,2472,2.47,29664,Low (<3K),Yes,1,1.474,1,0-2 yrs,0,0,Just Promoted,0,1,1,2,2,Medium,4,Very High,3,Better,4,Outstanding,Yes,1,Travel_Rarely,7,Medium (6-15),1,Life Sciences,0,23,1,3
1880,36,36-45,Female,Married,Sales,Sales Executive,2,Mid-Level,5673,5.67,68076,Medium (3-6K),No,0,1.641,10,6-10 yrs,9,1,1-2 yrs,7,1,10,4,3,High,2,Medium,3,Better,3,Excellent,Yes,1,Travel_Rarely,10,Medium (6-15),4,Technical Degree,1,13,1,2
1881,31,26-35,Male,Divorced,Research & Development,Laboratory Technician,2,Mid-Level,4197,4.2,50364,Medium (3-6K),No,0,1.469,10,6-10 yrs,8,0,Just Promoted,2,1,10,2,3,High,2,Medium,3,Better,3,Excellent,No,0,Travel_Rarely,20,Far (16+),3,Life Sciences,1,11,1,3
1882,34,26-35,Male,Married,Sales,Sales Executive,3,Senior,9713,9.71,116556,High (6-10K),No,0,1.17,5,3-5 yrs,3,1,1-2 yrs,0,2,9,3,4,Very High,3,High,3,Better,3,Excellent,Yes,1,Travel_Rarely,4,Near (1-5),3,Life Sciences,3,13,4,3
1883,29,26-35,Male,Single,Research & Development,Laboratory Technician,1,Junior,2062,2.06,24744,Low (<3K),No,0,1.531,3,3-5 yrs,2,1,1-2 yrs,2,3,11,2,1,Low,4,Very High,3,Better,3,Excellent,No,0,Travel_Rarely,7,Medium (6-15),3,Life Sciences,0,14,2,3
1885,37,36-45,Male,Married,Research & Development,Research Scientist,2,Mid-Level,4284,4.28,51408,Medium (3-6K),No,0,1.724,5,3-5 yrs,3,0,Just Promoted,4,5,16,2,1,Low,4,Very High,3,Better,4,Outstanding,Yes,1,Travel_Rarely,7,Medium (6-15),4,Medical,1,22,3,3
1886,35,26-35,Female,Married,Research & Development,Manufacturing Director,2,Mid-Level,4788,4.79,57456,Medium (3-6K),No,0,1.505,3,3-5 yrs,2,0,Just Promoted,2,0,4,2,2,Medium,4,Very High,3,Better,3,Excellent,Yes,1,Travel_Rarely,16,Far (16+),2,Other,0,11,4,2
1888,45,36-45,Female,Married,Research & Development,Manufacturing Director,2,Mid-Level,5906,5.91,70872,Medium (3-6K),No,0,1.406,9,6-10 yrs,8,3,3-5 yrs,8,0,10,2,4,Very High,2,Medium,2,Good,3,Excellent,No,0,Travel_Rarely,25,Far (16+),2,Life Sciences,2,13,4,2
1890,36,36-45,Male,Single,Human Resources,Human Resources,2,Mid-Level,3886,3.89,46632,Medium (3-6K),No,0,1.307,10,6-10 yrs,1,0,Just Promoted,8,1,10,2,4,Very High,2,Medium,2,Good,4,Outstanding,No,0,Travel_Frequently,2,Near (1-5),1,Human Resources,0,21,4,2
1892,40,36-45,Male,Divorced,Research & Development,Manager,4,Lead,16823,16.82,201876,Very High (10K+),No,0,2.177,19,11-20 yrs,7,11,5+ yrs,16,2,22,3,1,Low,1,Low,3,Better,3,Excellent,No,0,Travel_Rarely,1,Near (1-5),4,Life Sciences,1,11,1,3
1893,26,26-35,Female,Married,Research & Development,Research Scientist,1,Junior,2933,2.93,35196,Low (<3K),No,0,1.76,1,0-2 yrs,0,1,1-2 yrs,0,1,1,3,3,High,2,Medium,2,Good,3,Excellent,Yes,1,Travel_Rarely,1,Near (1-5),2,Life Sciences,1,13,3,2
1898,27,26-35,Female,Single,Sales,Sales Executive,2,Mid-Level,6500,6.5,78000,High (6-10K),No,0,1.757,8,6-10 yrs,7,0,Just Promoted,7,0,9,5,3,High,1,Low,2,Good,3,Excellent,No,0,Travel_Rarely,2,Near (1-5),2,Medical,0,14,2,4
1900,48,46-55,Female,Divorced,Research & Development,Manager,4,Lead,17174,17.17,206088,Very High (10K+),No,0,0.853,22,20+ yrs,17,4,3-5 yrs,7,3,24,3,4,Very High,4,Very High,3,Better,3,Excellent,No,0,Travel_Frequently,22,Far (16+),3,Medical,1,11,2,3
1903,44,36-45,Male,Married,Research & Development,Healthcare Representative,2,Mid-Level,5033,5.03,60396,Medium (3-6K),No,0,1.917,2,0-2 yrs,0,2,1-2 yrs,2,2,10,5,1,Low,2,Medium,3,Better,3,Excellent,No,0,Travel_Rarely,1,Near (1-5),4,Life Sciences,1,15,4,4
1905,34,26-35,Male,Married,Research & Development,Research Scientist,1,Junior,2307,2.31,27684,Low (<3K),Yes,1,1.775,5,3-5 yrs,2,3,3-5 yrs,0,1,5,2,1,Low,4,Very High,3,Better,4,Outstanding,Yes,1,Non-Travel,16,Far (16+),4,Technical Degree,1,23,2,1
1907,56,55+,Male,Single,Research & Development,Laboratory Technician,1,Junior,2587,2.59,31044,Low (<3K),Yes,1,1.439,4,3-5 yrs,2,1,1-2 yrs,0,1,5,3,4,Very High,1,Low,3,Better,3,Excellent,No,0,Travel_Rarely,24,Far (16+),2,Life Sciences,0,16,4,3
1908,36,36-45,Male,Married,Sales,Sales Executive,2,Mid-Level,5507,5.51,66084,Medium (3-6K),No,0,1.815,4,3-5 yrs,2,1,1-2 yrs,3,2,12,1,2,Medium,3,High,1,Bad,3,Excellent,No,0,Travel_Rarely,17,Far (16+),2,Marketing,2,16,3,2
1909,41,36-45,Female,Married,Sales,Sales Executive,2,Mid-Level,4393,4.39,52716,Medium (3-6K),No,0,1.484,5,3-5 yrs,4,1,1-2 yrs,4,5,14,3,2,Medium,3,High,3,Better,4,Outstanding,No,0,Travel_Rarely,8,Medium (6-15),3,Marketing,1,21,3,3
1911,42,36-45,Male,Married,Research & Development,Research Director,3,Senior,13348,13.35,160176,Very High (10K+),No,0,1.604,13,11-20 yrs,7,5,3-5 yrs,7,9,18,3,1,Low,3,High,4,Best,3,Excellent,No,0,Travel_Rarely,6,Medium (6-15),3,Medical,1,13,2,3
1912,31,26-35,Female,Divorced,Sales,Sales Executive,2,Mid-Level,6583,6.58,78996,High (6-10K),No,0,1.191,5,3-5 yrs,2,1,1-2 yrs,4,2,8,2,4,Very High,3,High,3,Better,3,Excellent,Yes,1,Travel_Rarely,10,Medium (6-15),2,Medical,1,11,4,3
1915,34,26-35,Female,Married,Sales,Sales Executive,2,Mid-Level,8103,8.1,97236,High (6-10K),No,0,1.11,4,3-5 yrs,2,0,Just Promoted,1,3,9,3,4,Very High,4,Very High,2,Good,3,Excellent,Yes,1,Travel_Rarely,3,Near (1-5),1,Medical,0,12,3,2
1916,31,26-35,Female,Divorced,Research & Development,Laboratory Technician,1,Junior,3978,3.98,47736,Medium (3-6K),No,0,1.777,2,0-2 yrs,2,2,1-2 yrs,2,8,4,0,3,High,1,Low,2,Good,3,Excellent,No,0,Travel_Rarely,4,Near (1-5),3,Medical,1,12,2,4
1918,26,26-35,Male,Married,Research & Development,Laboratory Technician,1,Junior,2544,2.54,30528,Low (<3K),No,0,1.017,7,6-10 yrs,7,7,5+ yrs,7,0,8,3,4,Very High,3,High,3,Better,3,Excellent,No,0,Travel_Frequently,6,Medium (6-15),3,Other,1,18,1,4
1922,45,36-45,Male,Single,Research & Development,Healthcare Representative,2,Mid-Level,5399,5.4,64788,Medium (3-6K),No,0,1.403,4,3-5 yrs,2,0,Just Promoted,3,4,12,3,3,High,2,Medium,3,Better,3,Excellent,No,0,Travel_Frequently,1,Near (1-5),4,Medical,0,12,3,3
1924,33,26-35,Male,Single,Sales,Sales Executive,2,Mid-Level,5487,5.49,65844,Medium (3-6K),No,0,1.584,10,6-10 yrs,4,0,Just Promoted,9,1,10,2,3,High,2,Medium,2,Good,3,Excellent,No,0,Travel_Rarely,10,Medium (6-15),4,Marketing,0,14,2,3
1927,28,26-35,Male,Married,Sales,Sales Executive,2,Mid-Level,6834,6.83,82008,High (6-10K),No,0,1.153,7,6-10 yrs,7,0,Just Promoted,7,1,7,2,4,Very High,3,High,3,Better,3,Excellent,Yes,1,Travel_Frequently,1,Near (1-5),2,Life Sciences,1,12,3,2
1928,29,26-35,Male,Single,Sales,Sales Representative,1,Junior,1091,1.09,13092,Low (<3K),Yes,1,1.783,1,0-2 yrs,0,0,Just Promoted,0,1,1,3,1,Low,3,High,3,Better,3,Excellent,No,0,Travel_Frequently,24,Far (16+),3,Technical Degree,0,17,4,4
1929,39,36-45,Female,Married,Sales,Sales Executive,2,Mid-Level,5736,5.74,68832,Medium (3-6K),No,0,1.679,3,3-5 yrs,2,1,1-2 yrs,2,6,10,1,3,High,1,Low,3,Better,3,Excellent,No,0,Non-Travel,21,Far (16+),4,Life Sciences,1,19,3,1
1931,27,26-35,Male,Married,Research & Development,Research Scientist,1,Junior,2226,2.23,26712,Low (<3K),No,0,1.814,5,3-5 yrs,3,1,1-2 yrs,2,1,6,3,2,Medium,2,Medium,2,Good,3,Excellent,No,0,Travel_Rarely,2,Near (1-5),4,Technical Degree,1,11,3,3
1932,34,26-35,Male,Married,Research & Development,Research Scientist,2,Mid-Level,5747,5.75,68964,Medium (3-6K),No,0,1.266,15,11-20 yrs,10,6,5+ yrs,11,1,16,3,4,Very High,3,High,3,Better,3,Excellent,Yes,1,Travel_Frequently,22,Far (16+),4,Other,0,15,2,2
1933,28,26-35,Female,Single,Sales,Sales Executive,2,Mid-Level,9854,9.85,118248,High (6-10K),Yes,1,1.258,2,0-2 yrs,0,2,1-2 yrs,2,3,6,0,3,High,4,Very High,3,Better,3,Excellent,Yes,1,Travel_Rarely,13,Medium (6-15),2,Marketing,0,11,4,3
1934,47,46-55,Male,Married,Research & Development,Research Scientist,2,Mid-Level,5467,5.47,65604,Medium (3-6K),No,0,1.355,8,6-10 yrs,7,1,1-2 yrs,7,8,16,4,2,Medium,3,High,4,Best,3,Excellent,No,0,Non-Travel,14,Medium (6-15),4,Technical Degree,1,18,3,3
1935,56,55+,Female,Married,Sales,Sales Executive,2,Mid-Level,5380,5.38,64560,Medium (3-6K),No,0,1.538,0,0-2 yrs,0,0,Just Promoted,0,4,6,3,1,Low,4,Very High,3,Better,3,Excellent,No,0,Travel_Rarely,11,Medium (6-15),5,Marketing,1,16,3,2
1936,39,36-45,Male,Married,Research & Development,Manufacturing Director,2,Mid-Level,5151,5.15,61812,Medium (3-6K),No,0,2.178,10,6-10 yrs,0,7,5+ yrs,9,1,10,3,1,Low,1,Low,3,Better,4,Outstanding,No,0,Travel_Rarely,9,Medium (6-15),2,Medical,1,25,4,3
1937,38,36-45,Female,Divorced,Research & Development,Research Scientist,2,Mid-Level,2133,2.13,25596,Low (<3K),No,0,1.478,20,11-20 yrs,11,0,Just Promoted,7,1,20,3,2,Medium,4,Very High,3,Better,3,Excellent,Yes,1,Travel_Frequently,8,Medium (6-15),3,Medical,1,16,3,2
1938,58,55+,Female,Married,Sales,Manager,4,Lead,17875,17.88,214500,Very High (10K+),No,0,1.172,1,0-2 yrs,0,0,Just Promoted,0,4,29,2,4,Very High,4,Very High,2,Good,3,Excellent,Yes,1,Travel_Rarely,21,Far (16+),3,Life Sciences,1,13,3,3
1939,32,26-35,Female,Single,Research & Development,Research Scientist,1,Junior,2432,2.43,29184,Low (<3K),Yes,1,1.817,4,3-5 yrs,1,0,Just Promoted,3,3,8,2,3,High,1,Low,3,Better,3,Excellent,Yes,1,Travel_Frequently,5,Near (1-5),2,Life Sciences,0,14,1,4
1940,38,36-45,Male,Divorced,Research & Development,Research Scientist,1,Junior,4771,4.77,57252,Medium (3-6K),No,0,1.031,5,3-5 yrs,2,0,Just Promoted,3,2,10,0,4,Very High,2,Medium,4,Best,3,Excellent,No,0,Travel_Rarely,9,Medium (6-15),2,Life Sciences,2,19,4,3
1941,49,46-55,Male,Married,Research & Development,Research Director,5,Director,19161,19.16,229932,Very High (10K+),No,0,1.184,5,3-5 yrs,4,4,3-5 yrs,3,3,28,3,4,Very High,2,Medium,3,Better,3,Excellent,No,0,Travel_Frequently,2,Near (1-5),1,Life Sciences,0,15,4,3
1943,42,36-45,Male,Divorced,Sales,Sales Executive,2,Mid-Level,5087,5.09,61044,Medium (3-6K),No,0,1.391,0,0-2 yrs,0,0,Just Promoted,0,3,14,4,4,Very High,2,Medium,3,Better,3,Excellent,Yes,1,Travel_Rarely,12,Medium (6-15),4,Marketing,2,12,3,3
1944,27,26-35,Female,Married,Human Resources,Human Resources,1,Junior,2863,2.86,34356,Low (<3K),Yes,1,1.926,1,0-2 yrs,0,0,Just Promoted,0,1,1,2,2,Medium,1,Low,3,Better,3,Excellent,No,0,Travel_Frequently,22,Far (16+),3,Human Resources,0,12,1,2
1945,35,26-35,Male,Married,Sales,Sales Executive,2,Mid-Level,5561,5.56,66732,Medium (3-6K),No,0,2.262,5,3-5 yrs,3,0,Just Promoted,4,0,6,2,1,Low,2,Medium,1,Bad,3,Excellent,No,0,Travel_Rarely,18,Far (16+),4,Medical,1,16,4,3
1947,28,26-35,Male,Single,Research & Development,Research Scientist,1,Junior,2144,2.14,25728,Low (<3K),No,0,1.412,5,3-5 yrs,3,1,1-2 yrs,4,1,5,3,3,High,3,High,2,Good,3,Excellent,No,0,Non-Travel,16,Far (16+),3,Medical,0,14,3,3
1948,31,26-35,Male,Divorced,Research & Development,Research Scientist,1,Junior,3065,3.06,36780,Medium (3-6K),No,0,1.774,4,3-5 yrs,2,2,1-2 yrs,3,1,4,3,1,Low,3,High,4,Best,3,Excellent,Yes,1,Non-Travel,3,Near (1-5),2,Medical,1,13,4,3
1949,36,36-45,Male,Married,Research & Development,Laboratory Technician,1,Junior,2810,2.81,33720,Low (<3K),No,0,1.881,5,3-5 yrs,4,0,Just Promoted,2,1,5,3,2,Medium,1,Low,3,Better,4,Outstanding,No,0,Non-Travel,9,Medium (6-15),4,Life Sciences,0,22,2,4
1950,34,26-35,Male,Single,Sales,Sales Executive,3,Senior,9888,9.89,118656,High (6-10K),No,0,1.517,14,11-20 yrs,8,2,1-2 yrs,1,1,14,3,4,Very High,1,Low,2,Good,4,Outstanding,No,0,Travel_Rarely,1,Near (1-5),3,Marketing,0,21,1,3
1951,34,26-35,Male,Divorced,Sales,Sales Executive,3,Senior,8628,8.63,103536,High (6-10K),No,0,1.201,8,6-10 yrs,7,1,1-2 yrs,1,1,9,2,3,High,4,Very High,2,Good,3,Excellent,No,0,Travel_Rarely,13,Medium (6-15),4,Medical,1,18,3,3
1952,26,26-35,Male,Single,Research & Development,Laboratory Technician,1,Junior,2867,2.87,34404,Low (<3K),No,0,1.9,7,6-10 yrs,7,7,5+ yrs,6,0,8,6,1,Low,3,High,2,Good,3,Excellent,No,0,Travel_Rarely,1,Near (1-5),3,Medical,0,13,4,3
1954,29,26-35,Male,Married,Research & Development,Healthcare Representative,2,Mid-Level,5373,5.37,64476,Medium (3-6K),No,0,2.253,5,3-5 yrs,3,0,Just Promoted,2,0,6,5,1,Low,1,Low,2,Good,3,Excellent,No,0,Travel_Rarely,1,Near (1-5),3,Life Sciences,1,12,1,3
1955,32,26-35,Female,Divorced,Research & Development,Healthcare Representative,2,Mid-Level,6667,6.67,80004,High (6-10K),No,0,1.008,5,3-5 yrs,1,1,1-2 yrs,2,5,9,6,4,Very High,3,High,3,Better,3,Excellent,No,0,Non-Travel,15,Medium (6-15),4,Medical,1,18,2,3
1956,31,26-35,Male,Married,Research & Development,Research Scientist,2,Mid-Level,5003,5.0,60036,Medium (3-6K),No,0,1.557,10,6-10 yrs,8,8,5+ yrs,7,1,10,6,1,Low,4,Very High,3,Better,4,Outstanding,No,0,Travel_Frequently,1,Near (1-5),3,Life Sciences,0,21,2,1
1960,28,26-35,Male,Divorced,Research & Development,Laboratory Technician,1,Junior,2367,2.37,28404,Low (<3K),Yes,1,1.159,4,3-5 yrs,1,0,Just Promoted,3,5,6,2,4,Very High,3,High,2,Good,3,Excellent,No,0,Travel_Rarely,17,Far (16+),3,Technical Degree,1,12,1,2
1961,38,36-45,Male,Single,Sales,Sales Representative,1,Junior,2858,2.86,34296,Low (<3K),No,0,2.253,1,0-2 yrs,0,0,Just Promoted,0,4,20,3,1,Low,1,Low,2,Good,3,Excellent,No,0,Travel_Rarely,1,Near (1-5),3,Life Sciences,0,14,1,2
1962,35,26-35,Female,Married,Sales,Sales Executive,2,Mid-Level,5204,5.2,62448,Medium (3-6K),No,0,1.174,10,6-10 yrs,8,0,Just Promoted,9,1,10,2,4,Very High,3,High,3,Better,3,Excellent,Yes,1,Travel_Rarely,7,Medium (6-15),4,Life Sciences,0,11,4,3
1965,27,26-35,Male,Single,Sales,Sales Executive,2,Mid-Level,4105,4.11,49260,Medium (3-6K),No,0,0.781,7,6-10 yrs,7,0,Just Promoted,7,1,7,5,4,Very High,4,Very High,3,Better,3,Excellent,No,0,Travel_Rarely,9,Medium (6-15),3,Marketing,0,14,1,3
1966,32,26-35,Male,Single,Research & Development,Manufacturing Director,2,Mid-Level,9679,9.68,116148,High (6-10K),No,0,0.767,1,0-2 yrs,0,0,Just Promoted,0,8,8,1,4,Very High,4,Very High,3,Better,4,Outstanding,No,0,Travel_Rarely,5,Near (1-5),4,Life Sciences,0,24,2,2
1967,31,26-35,Male,Married,Sales,Sales Executive,2,Mid-Level,5617,5.62,67404,Medium (3-6K),Yes,1,1.64,10,6-10 yrs,7,0,Just Promoted,8,1,10,4,4,Very High,1,Low,3,Better,3,Excellent,Yes,1,Travel_Frequently,26,Far (16+),4,Marketing,0,11,3,3
1968,53,46-55,Male,Single,Sales,Sales Executive,3,Senior,10448,10.45,125376,Very High (10K+),Yes,1,2.546,2,0-2 yrs,2,2,1-2 yrs,2,6,15,2,1,Low,1,Low,2,Good,3,Excellent,Yes,1,Travel_Rarely,24,Far (16+),4,Life Sciences,0,13,2,3
1969,54,46-55,Female,Married,Research & Development,Research Scientist,2,Mid-Level,2897,2.9,34764,Low (<3K),No,0,1.794,4,3-5 yrs,3,2,1-2 yrs,3,3,9,6,3,High,1,Low,2,Good,3,Excellent,No,0,Travel_Rarely,9,Medium (6-15),2,Life Sciences,2,11,3,3
1970,33,26-35,Male,Divorced,Research & Development,Healthcare Representative,2,Mid-Level,5968,5.97,71616,Medium (3-6K),No,0,1.037,9,6-10 yrs,7,2,1-2 yrs,8,1,9,2,3,High,4,Very High,3,Better,4,Outstanding,No,0,Travel_Frequently,7,Medium (6-15),2,Life Sciences,3,20,3,3
1971,43,36-45,Male,Married,Research & Development,Healthcare Representative,3,Senior,7510,7.51,90120,High (6-10K),No,0,1.638,10,6-10 yrs,9,0,Just Promoted,9,1,10,1,3,High,1,Low,3,Better,3,Excellent,No,0,Travel_Rarely,11,Medium (6-15),3,Life Sciences,1,17,2,3
1972,38,36-45,Male,Married,Human Resources,Human Resources,1,Junior,2991,2.99,35892,Low (<3K),No,0,1.46,6,6-10 yrs,2,1,1-2 yrs,2,0,7,2,2,Medium,4,Very High,3,Better,3,Excellent,Yes,1,Travel_Frequently,1,Near (1-5),4,Other,1,11,2,3
